Name,X,Y,WIDTH,HEIGHT,SCORE,,,,,,,,,,,,,,
00083b92-ceb0-4dd1-b8ad-199e81ec34a5.jpg,52,81,146,146,0.534550466,,,0.3,0.396018104,,,,,,,,,,
0008410d-49ed-444d-b9dc-4f5ab7ae5d12.jpg,63,65,142,142,0.48426434,,,0.35,0.411854489,,,,,,,,,,
0009a40c-3c5b-44ff-84d3-62bdf4756e38.jpg,32,61,170,170,0.4430731,,,0.4,0.427788912,,,,,,,,,,
000a7866-6f5f-423b-a9ea-f47b79a034c8.jpg,58,67,134,134,0.518869598,,,0.45,0.442882052,,,,,,,,,,
000afafc-26e6-4374-875c-47d12948d835.jpg,37,77,183,183,0.281701543,,,0.5,0.456827582,,,,,,,,,,
000afec1-fc1b-4700-9b6f-bf7d51197f5c.jpg,41,63,159,159,0.592530385,,,0.55,0.472190119,,,,,,,,,,
000b1933-9d15-45b1-a907-49efe334babf.jpg,51,56,155,155,0.526316615,,,0.6,0.486734961,,,,,,,,,,
000b4141-6310-4848-bae4-1cefa1215de7.jpg,84,56,123,123,0.26761009,,,0.65,0.501955476,,,,,,,,,,
000b735d-90ab-4f8e-bafd-15954799d15d.jpg,53,71,142,142,0.596979948,,,0.7,0.518841038,,,,,,,,,,
000b836d-c2e7-487f-9624-375c41690ae5.jpg,48,52,167,167,0.498938277,,,0.75,0.538100796,,,,,,,,,,
000bea74-bae6-491e-9e8f-ecf2b63b13a1.jpg,57,86,150,150,0.377575751,,,0.8,0.558815383,,,,,,,,,,
000da9a2-ffec-4a57-8029-0a549d9a5566.jpg,50,54,159,159,0.524882517,,,0.85,0.581477577,,,,,,,,,,
000db474-7afb-4e5d-a346-0cf4f456828d.jpg,51,66,157,157,0.5968794,,,0.9,0.610565302,,,,,,,,,,
000e130f-c220-4a27-97b0-8fc72921b108.jpg,55,69,140,140,0.567210175,,,,,,,,,,,,,,
000e173c-dc1e-416c-a391-c711783ba2a8.jpg,45,56,146,146,0.450236464,,,,,,,,,,,,,,
000e4019-fec8-406e-9fd5-9b6df85633be.jpg,59,67,150,150,0.64,,,,,,,,,,,,,,
000e9a92-090c-4472-8993-14a8c7406c03.jpg,41,70,166,166,0.454096664,,,,,,,,,,,,,,
000ea717-73b8-49da-8961-45aea2f274c8.jpg,17,41,162,162,0.2547829,,,,,,,,,,,,,,
000f311c-c22e-4885-a640-2b2513de1ce2.jpg,49,65,151,151,0.810601126,,,,,,,,,,,,,,
000f9e50-58ec-42d7-b2dc-885d7b6940ab.jpg,56,55,136,136,0.391378721,,,,,,,,,,,,,,
000fd56a-a79b-47b9-9af3-65486ca3cc1e.jpg,57,67,141,141,0.635956362,,,,,,,,,,,,,,
001051dc-9482-415a-91ec-bc38a0c2d36d.jpg,41,62,153,153,0.563846378,,,,,,,,,,,,,,
0010f9b8-db20-4681-b33d-b96aeb65f37f.jpg,57,73,147,147,0.544761525,,,,,,,,,,,,,,
0011c7e9-a940-42c4-8055-fe7d48b794ee.jpg,34,64,175,175,0.396419214,,,,,,,,,,,,,,
0011d1d5-dca8-4bee-b8ce-41257aca9bc7.jpg,52,65,142,142,0.573916931,,,,,,,,,,,,,,
0012442c-990e-4dd3-acdc-5ee1dfacef58.jpg,54,75,135,135,0.486911999,,,,,,,,,,,,,,
00129fb6-1e98-4ff2-8f3e-92cf87f09dc9.jpg,56,71,141,141,0.584063749,,,,,,,,,,,,,,
0012ee9d-871a-448f-a288-e6f54554b3e6.jpg,56,59,148,148,0.488956728,,,,,,,,,,,,,,
0013f0a9-7a21-4f9f-b0cb-5f0042596460.jpg,54,64,136,136,0.477063966,,,,,,,,,,,,,,
001469fe-1b6b-45c7-ac4f-ce3b16ddb5cd.jpg,32,60,184,184,0.324093058,,,,,,,,,,,,,,
0014b8c4-a923-4515-bc2c-afaf08f4706c.jpg,66,67,140,140,0.503153992,,,,,,,,,,,,,,
0016db61-bcec-474c-99f3-a7c682642947.jpg,43,70,157,157,0.582391178,,,,,,,,,,,,,,
0017028c-2fbb-465d-beaa-18f54bed4524.jpg,37,76,138,138,0.401044403,,,,,,,,,,,,,,
0017355d-0855-4ca9-a70b-2fb9b78123c4.jpg,42,86,142,142,0.380394582,,,,,,,,,,,,,,
0017c94a-3af8-47ce-9da5-100a1f1c8fa7.jpg,54,77,139,139,0.558855647,,,,,,,,,,,,,,
0018428d-d2b2-44d9-a3a5-b2f66c73fbcd.jpg,53,64,146,146,0.666070385,,,,,,,,,,,,,,
00186ffd-7e41-43d4-ae27-836ce8a8a7af.jpg,41,59,159,159,0.606418845,,,,,,,,,,,,,,
0018ca1d-d885-4ada-b208-1e167acf5093.jpg,46,73,156,156,0.544621145,,,,,,,,,,,,,,
0018dd65-4f66-4493-962a-d656d2a02ef9.jpg,66,55,141,141,0.357118834,,,,,,,,,,,,,,
00190ea6-6458-4baa-a203-b7c2e889f285.jpg,63,93,126,126,0.395721313,,,,,,,,,,,,,,
001a031f-22a2-4ee1-b398-f0310a0cce90.jpg,38,72,118,118,0.281956284,,,,,,,,,,,,,,
001a5380-b637-4035-bddf-30c7f6f84b2d.jpg,40,51,178,178,0.361082327,,,,,,,,,,,,,,
001a8728-4cf4-44ec-b423-bfeb5dd05e6f.jpg,45,68,153,153,0.681991061,,,,,,,,,,,,,,
001a91aa-2653-4e66-a9df-d73104986c01.jpg,59,79,135,135,0.494541299,,,,,,,,,,,,,,
001b3e58-0489-4367-bb1f-98de0a6efb3f.jpg,0,0,0,0,0,,,,,,,,,,,,,,
001c8977-d70c-4df9-beb7-bc267fb09427.jpg,30,64,168,168,0.474110845,,,,,,,,,,,,,,
001cdd15-376c-41c0-8868-9351577cb6d1.jpg,59,54,155,155,0.400193683,,,,,,,,,,,,,,
001d1a3c-bac2-49b6-b968-ba3b6539541b.jpg,48,60,164,164,0.519091472,,,,,,,,,,,,,,
001d23ab-b224-47f7-858f-66210a41ab77.jpg,60,67,135,135,0.535928795,,,,,,,,,,,,,,
001d271f-6c1d-4d16-b75f-6b28e9d2913d.jpg,67,70,147,147,0.497204618,,,,,,,,,,,,,,
001d4390-f6b6-46d4-a321-aacee0073602.jpg,42,67,167,167,0.507562692,,,,,,,,,,,,,,
001d8c96-06e6-4fdc-8b05-9d40fbcf8e3f.jpg,55,64,139,139,0.511944808,,,,,,,,,,,,,,
001e6f2a-0ae8-4265-92da-e902ae11df33.jpg,37,70,179,179,0.349863578,,,,,,,,,,,,,,
001e9e70-1189-48cd-a3fb-5b67301a9eda.jpg,41,75,162,162,0.445172869,,,,,,,,,,,,,,
001f03e2-efe9-482c-8eed-199268daff16.jpg,47,73,144,144,0.641935077,,,,,,,,,,,,,,
001f439b-4f21-4dea-94c4-a29ba0b45b12.jpg,43,59,151,151,0.514349895,,,,,,,,,,,,,,
001f6f5d-afcf-4bfa-901d-83616241b2fd.jpg,43,76,155,155,0.51312611,,,,,,,,,,,,,,
001f7d87-c3aa-4168-8f53-db0e9b245994.jpg,49,69,156,156,0.649346766,,,,,,,,,,,,,,
002147e1-e480-4bd1-8448-e946f72625c6.jpg,53,65,141,141,0.55685697,,,,,,,,,,,,,,
00214b68-76f0-4612-99c8-e275e7087485.jpg,37,54,172,172,0.408999833,,,,,,,,,,,,,,
00218daf-eca1-4020-8326-97987202a173.jpg,40,64,146,146,0.476954056,,,,,,,,,,,,,,
0021afe8-a4fc-47ba-9d15-e2ee80ee16e1.jpg,34,47,165,165,0.487789388,,,,,,,,,,,,,,
00227065-0697-42e2-b1bb-6690d7454a1e.jpg,41,50,162,162,0.475956745,,,,,,,,,,,,,,
0024e7f3-a8f2-4256-8c5e-f88d4636c59d.jpg,0,0,0,0,0,,,,,,,,,,,,,,
0024ff6d-37c7-4483-a30b-cbd618b4a20a.jpg,47,87,132,132,0.44485406,,,,,,,,,,,,,,
00250bce-b139-4c0e-a8e0-259b91e35552.jpg,49,65,155,155,0.709628392,,,,,,,,,,,,,,
00250e8b-a9d6-4539-bcde-5f32988b98f0.jpg,47,75,155,155,0.537184443,,,,,,,,,,,,,,
00259c08-7551-4aa5-ae0c-58cc342c6723.jpg,39,87,168,168,0.31385768,,,,,,,,,,,,,,
0026465b-deac-4731-ac37-9badc6545bd7.jpg,46,58,142,142,0.443298114,,,,,,,,,,,,,,
0027cf23-f645-46a2-aad9-f97b8ad6b216.jpg,34,65,166,166,0.509228665,,,,,,,,,,,,,,
0027dd26-daf3-4045-9c7f-9ded112adbb6.jpg,0,0,0,0,0,,,,,,,,,,,,,,
00282072-dddb-4cee-82d1-bc3bcf7a3354.jpg,72,71,118,118,0.3467722,,,,,,,,,,,,,,
0028244b-7b8f-4823-9b95-be8a3f7223ed.jpg,0,0,0,0,0,,,,,,,,,,,,,,
00282f59-b85f-4161-9a20-822681f0017f.jpg,40,54,170,170,0.429564444,,,,,,,,,,,,,,
002846c1-3a61-47a3-9717-ecdc347bd567.jpg,42,81,171,171,0.328106423,,,,,,,,,,,,,,
00285192-b4e8-49ff-b60d-52f8049186e3.jpg,61,83,131,131,0.450065861,,,,,,,,,,,,,,
002927ab-4e56-452c-b519-8289c5ede141.jpg,68,79,140,140,0.431175883,,,,,,,,,,,,,,
0029483d-b1c7-4f27-ac9b-f58a59738b0e.jpg,56,53,139,139,0.405610864,,,,,,,,,,,,,,
0029e5ea-2e8c-4b0b-87db-c6901b5a9e07.jpg,53,83,163,163,0.342201952,,,,,,,,,,,,,,
002a7681-f5f5-457c-ae53-ac3756ac34ad.jpg,73,64,137,137,0.377495111,,,,,,,,,,,,,,
002a84cc-195f-43f4-9287-4d50821e4384.jpg,39,68,141,141,0.456838872,,,,,,,,,,,,,,
002a9788-5338-40c5-90ac-e8c85d685589.jpg,49,69,151,151,0.77424189,,,,,,,,,,,,,,
002abd7d-801d-4371-a453-03edf7b8da67.jpg,54,58,142,142,0.481634878,,,,,,,,,,,,,,
002b935c-ad13-4126-8e0f-47ba832171b7.jpg,51,67,153,153,0.703606532,,,,,,,,,,,,,,
002c3819-5bae-4be0-9c21-c05b6894d259.jpg,54,83,145,145,0.533860882,,,,,,,,,,,,,,
002c4dc0-202f-4739-923b-61f259d6807c.jpg,63,73,128,128,0.413877276,,,,,,,,,,,,,,
002c6093-6323-47e6-ab46-209659163512.jpg,43,62,172,172,0.418914612,,,,,,,,,,,,,,
002d7a98-d83f-4ec3-af5d-5d3554ca3439.jpg,50,72,155,155,0.563560889,,,,,,,,,,,,,,
002da04a-0254-4c2e-8f6c-3a91a5a67a27.jpg,42,56,158,158,0.567581197,,,,,,,,,,,,,,
002dc19a-610b-4965-8fc4-15115c4e51fd.jpg,39,55,175,175,0.382639757,,,,,,,,,,,,,,
002e5a7c-07f0-491d-8a97-d72ac5305526.jpg,35,67,164,164,0.598452891,,,,,,,,,,,,,,
002f6ecd-631b-42b2-9f4c-57ae9f7bc095.jpg,58,62,142,142,0.52342485,,,,,,,,,,,,,,
002fb277-52b7-4122-adb2-d86790c9ed2b.jpg,43,62,169,169,0.44541689,,,,,,,,,,,,,,
0030e412-4782-4b3a-b318-29d6390cce91.jpg,66,64,143,143,0.435072413,,,,,,,,,,,,,,
0031ce7b-4966-4931-be60-13d4a2dc6458.jpg,39,81,169,169,0.339636539,,,,,,,,,,,,,,
00337df9-ef28-45b9-a9ea-13c418f516c8.jpg,53,59,144,144,0.521731564,,,,,,,,,,,,,,
0033865e-b25f-4d22-8297-a1d7427ca9e9.jpg,58,77,141,141,0.62409052,,,,,,,,,,,,,,
0036127d-c00c-4d07-b797-a952f2ead735.jpg,56,76,149,149,0.486785867,,,,,,,,,,,,,,
0036b5a1-8bbe-4647-aebf-ae22d251c7fb.jpg,46,62,150,150,0.601397426,,,,,,,,,,,,,,
00370699-8e54-47f9-a9ef-897040668c25.jpg,49,68,154,154,0.716818072,,,,,,,,,,,,,,
0037504b-f0cb-41d5-bf93-764d8133b20e.jpg,52,69,161,161,0.494290208,,,,,,,,,,,,,,
0037f5cd-5c7f-4cb2-a93c-dca700e629d8.jpg,62,68,137,137,0.5819164,,,,,,,,,,,,,,
00383d90-85a7-4483-8fda-83708a0b5103.jpg,44,64,175,175,0.404094468,,,,,,,,,,,,,,
0039abd3-526d-4d39-951c-95ea781904be.jpg,0,0,0,0,0,,,,,,,,,,,,,,
003a049d-0680-4e5c-b2cd-b06af2ba9e76.jpg,64,62,132,132,0.423411819,,,,,,,,,,,,,,
003a4eb3-ad28-4ae7-ab4d-e5e02a787e53.jpg,46,71,167,167,0.442171403,,,,,,,,,,,,,,
003c74b9-537b-4853-938d-84331a61559c.jpg,46,57,156,156,0.573304459,,,,,,,,,,,,,,
003c9af0-7c39-4034-86e7-5260378b0e55.jpg,29,58,188,188,0.298952951,,,,,,,,,,,,,,
003ca19f-d3c5-487a-b43a-cfe5ca856074.jpg,47,73,137,137,0.500119674,,,,,,,,,,,,,,
003cb79b-1606-4512-8b8c-d389458b4993.jpg,31,60,192,192,0.281702137,,,,,,,,,,,,,,
003cd542-91d1-4f53-8584-35fd6819e8df.jpg,52,83,149,149,0.484129307,,,,,,,,,,,,,,
003da2d5-78d0-4c3c-a6a3-982a849ef431.jpg,38,51,181,181,0.338387521,,,,,,,,,,,,,,
003dd75e-0349-4793-bd68-3f58bdd18df7.jpg,42,53,139,139,0.339749315,,,,,,,,,,,,,,
003efd82-0c00-406c-b8ac-e801e1c90c96.jpg,59,76,140,140,0.623247914,,,,,,,,,,,,,,
003f8c07-39f3-46ef-8e43-44d07054e384.jpg,46,67,120,120,0.38765574,,,,,,,,,,,,,,
0040767c-b81b-46da-bc54-bc79c84f4dbd.jpg,41,74,148,148,0.484699523,,,,,,,,,,,,,,
0040b3d8-ba1b-43e5-b0b8-a7fbc4f2bc7a.jpg,74,58,128,128,0.34158604,,,,,,,,,,,,,,
00416a54-ca6a-47be-a388-55833aae46f6.jpg,53,96,153,153,0.337510652,,,,,,,,,,,,,,
004219f8-722e-4291-b670-ac538ee188d6.jpg,77,89,138,138,0.296255352,,,,,,,,,,,,,,
00421aec-df7d-4825-b744-9e5ed33a3275.jpg,43,52,168,168,0.461130584,,,,,,,,,,,,,,
0042267f-e4f2-4105-ac17-fd4f75e82ff4.jpg,61,84,144,144,0.406551326,,,,,,,,,,,,,,
00430d9b-a150-4115-b109-d036ac812a91.jpg,44,73,158,158,0.514605903,,,,,,,,,,,,,,
0044045f-5913-4dc5-b881-70ef1308f0b1.jpg,54,67,149,149,0.706676192,,,,,,,,,,,,,,
004449c7-5fb6-4583-a3e7-64e4dbc32984.jpg,41,87,128,128,0.36559893,,,,,,,,,,,,,,
00456ea5-5a51-4994-85ff-643cf07fffe1.jpg,41,58,156,156,0.556354153,,,,,,,,,,,,,,
004618c5-46d7-4878-b0aa-f7bfcb03f67e.jpg,49,76,153,153,0.588979259,,,,,,,,,,,,,,
0046de36-c1e6-4568-b639-5a84acc4f77b.jpg,0,0,0,0,0,,,,,,,,,,,,,,
00471b77-1528-4a6b-9452-a4f86af2f9a8.jpg,69,92,141,141,0.310027776,,,,,,,,,,,,,,
00474ea0-6d2a-4181-9e81-07ab80c140f6.jpg,61,84,138,138,0.51820062,,,,,,,,,,,,,,
0047632e-6e49-4016-92dc-86a6178ffed7.jpg,0,0,0,0,0,,,,,,,,,,,,,,
0047fa0a-2d4b-4f95-907c-a07b3df11540.jpg,45,66,153,153,0.708067293,,,,,,,,,,,,,,
0048a193-1ab7-450f-a8d2-e57555369eea.jpg,34,72,179,179,0.332977646,,,,,,,,,,,,,,
0048bab8-6e97-49eb-a3cc-de270d23eb2d.jpg,41,82,166,166,0.35519584,,,,,,,,,,,,,,
0048d4d5-eae5-418d-b5f9-774cb8d087f8.jpg,47,76,154,154,0.542807899,,,,,,,,,,,,,,
0048ea22-e872-4586-9a42-022fdc29680e.jpg,47,67,152,152,0.83621059,,,,,,,,,,,,,,
004a07f1-24bd-432c-9f6a-b3f085de29c7.jpg,40,58,161,161,0.560195547,,,,,,,,,,,,,,
004beed2-31ac-4243-aeff-0201e7b02231.jpg,41,60,146,146,0.439241556,,,,,,,,,,,,,,
004c163f-a529-451f-b761-7ee12c2d9e53.jpg,60,77,151,151,0.407845587,,,,,,,,,,,,,,
004c5625-2b9d-45ca-be7c-9fae3619ce70.jpg,55,74,147,147,0.563940397,,,,,,,,,,,,,,
004d8193-8a4b-4784-a28a-9d9978852637.jpg,50,61,168,168,0.466042716,,,,,,,,,,,,,,
004dba94-93ea-4428-8ed8-9f449f459963.jpg,38,58,167,167,0.461981011,,,,,,,,,,,,,,
004ed41f-6d30-4e37-a6ce-775f3ec6f2c6.jpg,63,54,141,141,0.378431587,,,,,,,,,,,,,,
004f0113-b2b7-438a-b660-c2477067c0a0.jpg,38,72,124,124,0.311419934,,,,,,,,,,,,,,
004f7c70-3ad0-4572-a322-ca3bc36309bf.jpg,37,65,175,175,0.40032561,,,,,,,,,,,,,,
004fc6cb-fcd2-4c33-9c21-eef22c6fd5a1.jpg,40,60,169,169,0.439355885,,,,,,,,,,,,,,
00506534-cc05-4977-ae45-4b236a2ef009.jpg,46,68,169,169,0.464947251,,,,,,,,,,,,,,
00509ee6-39f1-4399-887f-5a64437bf667.jpg,74,77,125,125,0.43395184,,,,,,,,,,,,,,
005134bf-f8fa-4b16-a0d1-25b9cba9769a.jpg,59,73,151,151,0.459873505,,,,,,,,,,,,,,
0051b031-7c3d-451d-84f6-416f65edda4f.jpg,52,60,145,145,0.549565875,,,,,,,,,,,,,,
0051f0d5-ec51-4e90-973f-eebcf5329d82.jpg,26,51,163,163,0.385770584,,,,,,,,,,,,,,
0051f943-dd38-466c-9bb6-3a0d86b34c6d.jpg,35,71,151,151,0.453948154,,,,,,,,,,,,,,
00522341-e173-4aec-b4c4-b38914e20636.jpg,49,53,151,151,0.581516398,,,,,,,,,,,,,,
00522bcf-ec7f-481c-a4ba-2d21f4b341cd.jpg,40,71,164,164,0.464617019,,,,,,,,,,,,,,
00527854-dae9-4d83-b9f2-7a70c4f021ed.jpg,42,69,158,158,0.585537044,,,,,,,,,,,,,,
00527e2d-3bed-4b40-8d2e-4776e66831fc.jpg,80,86,142,142,0.273090265,,,,,,,,,,,,,,
00533880-f4c7-40de-bd60-48d0422322b2.jpg,44,71,160,160,0.511181455,,,,,,,,,,,,,,
005437eb-5663-4e04-b061-3ae02a6f1fc8.jpg,37,77,149,149,0.407422714,,,,,,,,,,,,,,
0054dd72-0891-4790-8b39-66f0989735ca.jpg,59,50,150,150,0.37156572,,,,,,,,,,,,,,
0054f2b6-6429-4203-ba29-2c127fd4f438.jpg,82,74,134,134,0.329694216,,,,,,,,,,,,,,
00551986-2f14-423c-af3c-0ff9b20ee12c.jpg,42,71,157,157,0.595486977,,,,,,,,,,,,,,
005527af-e42a-4333-b09e-cd6f937a0468.jpg,43,66,159,159,0.593271591,,,,,,,,,,,,,,
0055467c-97c5-4b5e-9fe4-ad8698cc3372.jpg,35,36,177,177,0.353684742,,,,,,,,,,,,,,
00558193-b845-453a-8ff1-4faf0674c7b2.jpg,56,72,132,132,0.453766356,,,,,,,,,,,,,,
005597b1-444f-444f-927c-f3f632b11193.jpg,38,62,161,161,0.590890061,,,,,,,,,,,,,,
0055c85f-2c5b-4ebb-932a-a8cc92e8a01a.jpg,40,73,158,158,0.510898257,,,,,,,,,,,,,,
0055ccb5-1f32-4c36-b6fc-16430d58587e.jpg,44,75,155,155,0.568832003,,,,,,,,,,,,,,
00563c3a-e8f4-4818-9868-0576e00f9dfa.jpg,31,57,164,164,0.462109144,,,,,,,,,,,,,,
0056a414-0a3d-42bc-9afc-40d08030f572.jpg,46,63,138,138,0.457363203,,,,,,,,,,,,,,
0056f2c3-9872-468c-9a99-84c547e03251.jpg,41,79,167,167,0.366770348,,,,,,,,,,,,,,
005734be-d851-47b5-b9a5-92ce52857c97.jpg,52,66,153,153,0.651166156,,,,,,,,,,,,,,
00574d9b-2722-402a-9492-633d80a4e73d.jpg,50,75,159,159,0.477764314,,,,,,,,,,,,,,
00577158-faf8-43bc-9547-b6fabd580c0e.jpg,57,51,160,160,0.396698301,,,,,,,,,,,,,,
0057d80d-806e-476b-8ef3-c043ef47f86e.jpg,66,68,123,123,0.393194301,,,,,,,,,,,,,,
0057f2c4-5e7c-4817-b2cd-56e6b412f9fc.jpg,33,73,141,141,0.394698063,,,,,,,,,,,,,,
0059a79b-bf6c-4dcf-bb12-9ecf24f4c703.jpg,46,73,157,157,0.528802433,,,,,,,,,,,,,,
005b7217-e828-4d95-8031-11b76b921796.jpg,63,61,129,129,0.382012503,,,,,,,,,,,,,,
005b7e34-adfb-4120-8dc2-a46ebde87918.jpg,48,61,177,177,0.400737208,,,,,,,,,,,,,,
005bbdfa-03cc-46b7-a822-ee10a66b3c85.jpg,0,0,0,0,0,,,,,,,,,,,,,,
005d69ba-c1d9-4102-a767-6b2ef4d8dd4d.jpg,12,49,216,216,0.183808703,,,,,,,,,,,,,,
005dfa38-b76e-496d-a5e8-49993919e99e.jpg,45,67,151,151,0.732913284,,,,,,,,,,,,,,
005e8008-98e9-4109-a39f-0941a2796802.jpg,60,49,148,148,0.358631149,,,,,,,,,,,,,,
005e823c-636e-49b2-9d22-a4b1762b6362.jpg,37,73,171,171,0.380282061,,,,,,,,,,,,,,
005e83ff-c752-4fa4-a32c-8f83ebbcb4b3.jpg,46,64,142,142,0.512036141,,,,,,,,,,,,,,
005eee0e-2122-4b2f-934e-bcaf620be70d.jpg,53,69,152,152,0.599634248,,,,,,,,,,,,,,
005f2e16-f12a-4efa-975c-e71264f36ceb.jpg,45,64,159,159,0.579522102,,,,,,,,,,,,,,
005f656f-de2f-484e-930a-11fe1f53309d.jpg,66,76,141,141,0.501859622,,,,,,,,,,,,,,
005fd746-9fe1-4252-857b-dbf99338a288.jpg,55,78,144,144,0.595051547,,,,,,,,,,,,,,
006080e5-446f-4af9-9662-77833c692e13.jpg,55,62,146,146,0.554079145,,,,,,,,,,,,,,
00610770-bf94-4a96-9928-563572489e25.jpg,39,61,177,177,0.373412698,,,,,,,,,,,,,,
00615753-f9a7-4fca-afd0-b61070dc73f5.jpg,48,65,148,148,0.677577399,,,,,,,,,,,,,,
0062189b-505b-413c-b796-53cf43fa0265.jpg,59,64,135,135,0.466754894,,,,,,,,,,,,,,
0062a9ca-a994-4c7f-81da-45e5c57e0dda.jpg,51,74,147,147,0.639228102,,,,,,,,,,,,,,
0062c429-28c4-42bb-92a6-3138edcffa8c.jpg,40,58,166,166,0.472613524,,,,,,,,,,,,,,
0062c6f8-dd1c-4fed-9a9b-d2c772703c3a.jpg,59,37,145,145,0.309239115,,,,,,,,,,,,,,
0062e69d-0cba-49c0-934f-d4faaaecae36.jpg,0,0,0,0,0,,,,,,,,,,,,,,
0062f324-d57b-4576-9730-64f14f8adf15.jpg,51,88,137,137,0.442765469,,,,,,,,,,,,,,
006318ec-1370-4cc8-aadb-2fa746e292b2.jpg,52,63,141,141,0.527055972,,,,,,,,,,,,,,
0063f23a-11fb-4760-8885-d98ff9e757a1.jpg,43,51,165,165,0.496200921,,,,,,,,,,,,,,
0063fa78-48ef-4f05-ad53-d9416db3f475.jpg,52,70,154,154,0.565375364,,,,,,,,,,,,,,
00647d36-750c-461d-a744-679d0f31be81.jpg,39,70,166,166,0.455332821,,,,,,,,,,,,,,
0064c5f9-74dd-4e4f-a7b7-bd058c7b232b.jpg,34,82,171,171,0.323788548,,,,,,,,,,,,,,
0064defa-3d10-4f03-8946-f1db2d611158.jpg,35,58,174,174,0.392009953,,,,,,,,,,,,,,
0064e202-a898-4693-af5a-b4eb522ab066.jpg,73,73,122,122,0.377436533,,,,,,,,,,,,,,
00650f55-a307-47d2-a998-47818e891026.jpg,40,58,166,166,0.472613524,,,,,,,,,,,,,,
0065cd68-4d48-49ce-ba7a-1c68baa8e675.jpg,0,0,0,0,0,,,,,,,,,,,,,,
006603e8-fb62-44e4-8982-d191aae411d0.jpg,45,74,154,154,0.598364019,,,,,,,,,,,,,,
00665c44-a396-4f51-9f37-3ca73a7b7f51.jpg,34,61,148,148,0.400965687,,,,,,,,,,,,,,
00668cd0-878a-4267-b1b4-a32b4a8b7be3.jpg,39,71,169,169,0.414605071,,,,,,,,,,,,,,
0066cac3-442f-48af-b119-427f990e27df.jpg,59,71,142,142,0.569931079,,,,,,,,,,,,,,
00670d39-51fe-4827-a26d-273de122b351.jpg,40,58,161,161,0.560195547,,,,,,,,,,,,,,
00674053-0000-4fdb-8cb5-59c2cda3a4d2.jpg,55,72,153,153,0.498956917,,,,,,,,,,,,,,
00679f4c-5835-4865-adb0-4225002d4239.jpg,56,76,145,145,0.554484593,,,,,,,,,,,,,,
0067a83c-2e68-4fd0-acc2-cbac73f8d4ab.jpg,72,34,149,149,0.217243946,,,,,,,,,,,,,,
0067bf0f-e72b-4fa0-914c-bdd001985d34.jpg,91,55,132,132,0.222789057,,,,,,,,,,,,,,
0067e4b4-542d-4a8a-a6c4-bd36dab6ecbc.jpg,25,65,194,194,0.284467572,,,,,,,,,,,,,,
00695260-0549-4d45-adf5-3f72a47dac0d.jpg,53,63,139,139,0.499497672,,,,,,,,,,,,,,
