,Name,X,Y,WIDTH,HEIGHT,RedBr,GreenBr,BlueBr,SCORE
137,004219f8-722e-4291-b670-ac538ee188d6.jpg,77,89,138,138,167.5,131.12,118.95,0.29625535199999997
138,00421aec-df7d-4825-b744-9e5ed33a3275.jpg,43,52,168,168,202.12,159.36,154.74,0.461130584
139,0042267f-e4f2-4105-ac17-fd4f75e82ff4.jpg,61,84,144,144,225.02,169.85,169.54,0.406551326
140,00430d9b-a150-4115-b109-d036ac812a91.jpg,44,73,158,158,230.01,182.9,181.78,0.514605903
141,0044045f-5913-4dc5-b881-70ef1308f0b1.jpg,54,67,149,149,242.77,187.98,155.9,0.706676192
142,004449c7-5fb6-4583-a3e7-64e4dbc32984.jpg,41,87,128,128,207.93,164.02,156.47,0.36559893
143,00456ea5-5a51-4994-85ff-643cf07fffe1.jpg,41,58,156,156,217.49,166.52,149.94,0.556354153
144,004618c5-46d7-4878-b0aa-f7bfcb03f67e.jpg,49,76,153,153,222.25,177.41,173.92,0.588979259
145,0046de36-c1e6-4568-b639-5a84acc4f77b.jpg,0,0,0,0,0.0,0.0,0.0,0.0
146,00471b77-1528-4a6b-9452-a4f86af2f9a8.jpg,69,92,141,141,199.86,164.7,159.25,0.31002777600000003
147,00474ea0-6d2a-4181-9e81-07ab80c140f6.jpg,61,84,138,138,209.52,147.57,167.58,0.51820062
148,0047632e-6e49-4016-92dc-86a6178ffed7.jpg,0,0,0,0,0.0,0.0,0.0,0.0
149,0047fa0a-2d4b-4f95-907c-a07b3df11540.jpg,45,66,153,153,196.48,136.94,146.53,0.7080672929999999
150,0048a193-1ab7-450f-a8d2-e57555369eea.jpg,34,72,179,179,193.52,156.76,137.01,0.332977646
151,0048bab8-6e97-49eb-a3cc-de270d23eb2d.jpg,41,82,166,166,225.47,178.92,168.41,0.35519584
152,0048d4d5-eae5-418d-b5f9-774cb8d087f8.jpg,47,76,154,154,181.33,138.22,131.75,0.542807899
153,0048ea22-e872-4586-9a42-022fdc29680e.jpg,47,67,152,152,188.53,118.66,93.92,0.83621059
154,004a07f1-24bd-432c-9f6a-b3f085de29c7.jpg,40,58,161,161,129.14,95.85,96.69,0.5601955470000001
155,004beed2-31ac-4243-aeff-0201e7b02231.jpg,41,60,146,146,176.06,154.41,153.26,0.43924155600000003
156,004c163f-a529-451f-b761-7ee12c2d9e53.jpg,60,77,151,151,225.11,154.4,140.54,0.407845587
157,004c5625-2b9d-45ca-be7c-9fae3619ce70.jpg,55,74,147,147,198.88,159.47,147.26,0.563940397
158,004d8193-8a4b-4784-a28a-9d9978852637.jpg,50,61,168,168,214.96,167.55,150.24,0.466042716
159,004dba94-93ea-4428-8ed8-9f449f459963.jpg,38,58,167,167,201.08,159.67,157.49,0.461981011
160,004ed41f-6d30-4e37-a6ce-775f3ec6f2c6.jpg,63,54,141,141,168.78,137.52,119.88,0.378431587
161,004f0113-b2b7-438a-b660-c2477067c0a0.jpg,38,72,124,124,156.22,127.88,118.75,0.311419934
162,004f7c70-3ad0-4572-a322-ca3bc36309bf.jpg,37,65,175,175,225.33,192.48,174.61,0.40032561
163,004fc6cb-fcd2-4c33-9c21-eef22c6fd5a1.jpg,40,60,169,169,211.71,162.63,156.72,0.439355885
164,00506534-cc05-4977-ae45-4b236a2ef009.jpg,46,68,169,169,208.72,173.95,158.95,0.464947251
165,00509ee6-39f1-4399-887f-5a64437bf667.jpg,74,77,125,125,202.3,154.72,138.65,0.43395184
166,005134bf-f8fa-4b16-a0d1-25b9cba9769a.jpg,59,73,151,151,224.39,187.04,179.62,0.459873505
167,0051b031-7c3d-451d-84f6-416f65edda4f.jpg,52,60,145,145,147.77,110.53,104.25,0.549565875
168,0051f0d5-ec51-4e90-973f-eebcf5329d82.jpg,26,51,163,163,224.67,210.22,190.72,0.38577058399999997
169,0051f943-dd38-466c-9bb6-3a0d86b34c6d.jpg,35,71,151,151,170.68,142.58,134.19,0.453948154
170,00522341-e173-4aec-b4c4-b38914e20636.jpg,49,53,151,151,152.55,105.84,97.06,0.581516398
171,00522bcf-ec7f-481c-a4ba-2d21f4b341cd.jpg,40,71,164,164,179.54,135.65,115.62,0.46461701899999996
172,00527854-dae9-4d83-b9f2-7a70c4f021ed.jpg,42,69,158,158,172.96,128.46,126.98,0.585537044
173,00527e2d-3bed-4b40-8d2e-4776e66831fc.jpg,80,86,142,142,184.97,150.34,134.83,0.273090265
174,00533880-f4c7-40de-bd60-48d0422322b2.jpg,44,71,160,160,196.31,143.44,160.63,0.511181455
175,005437eb-5663-4e04-b061-3ae02a6f1fc8.jpg,37,77,149,149,219.86,188.97,159.11,0.40742271399999996
176,0054dd72-0891-4790-8b39-66f0989735ca.jpg,59,50,150,150,224.72,191.69,178.74,0.37156572
177,0054f2b6-6429-4203-ba29-2c127fd4f438.jpg,82,74,134,134,146.87,131.59,124.24,0.32969421600000004
178,00551986-2f14-423c-af3c-0ff9b20ee12c.jpg,42,71,157,157,156.28,116.44,111.34,0.5954869770000001
179,005527af-e42a-4333-b09e-cd6f937a0468.jpg,43,66,159,159,147.8,80.94,66.09,0.593271591
180,0055467c-97c5-4b5e-9fe4-ad8698cc3372.jpg,35,36,177,177,228.62,188.88,173.72,0.35368474200000005
181,00558193-b845-453a-8ff1-4faf0674c7b2.jpg,56,72,132,132,195.16,156.82,142.04,0.45376635600000004
182,005597b1-444f-444f-927c-f3f632b11193.jpg,38,62,161,161,187.09,131.48,117.03,0.590890061
183,0055c85f-2c5b-4ebb-932a-a8cc92e8a01a.jpg,40,73,158,158,228.28,187.7,161.14,0.510898257
184,0055ccb5-1f32-4c36-b6fc-16430d58587e.jpg,44,75,155,155,235.51,188.13,181.96,0.5688320029999999
185,00563c3a-e8f4-4818-9868-0576e00f9dfa.jpg,31,57,164,164,189.27,159.99,160.49,0.46210914399999997
186,0056a414-0a3d-42bc-9afc-40d08030f572.jpg,46,63,138,138,162.28,126.25,126.09,0.457363203
187,0056f2c3-9872-468c-9a99-84c547e03251.jpg,41,79,167,167,198.48,138.98,137.19,0.36677034799999997
188,005734be-d851-47b5-b9a5-92ce52857c97.jpg,52,66,153,153,181.88,141.89,127.67,0.651166156
189,00574d9b-2722-402a-9492-633d80a4e73d.jpg,50,75,159,159,202.76,148.59,151.9,0.47776431399999997
190,00577158-faf8-43bc-9547-b6fabd580c0e.jpg,57,51,160,160,223.52,195.47,201.7,0.39669830100000003
191,0057d80d-806e-476b-8ef3-c043ef47f86e.jpg,66,68,123,123,197.8,142.98,134.21,0.393194301
192,0057f2c4-5e7c-4817-b2cd-56e6b412f9fc.jpg,33,73,141,141,191.16,148.59,142.82,0.394698063
193,0059a79b-bf6c-4dcf-bb12-9ecf24f4c703.jpg,46,73,157,157,198.45,145.54,123.15,0.528802433
194,005b7217-e828-4d95-8031-11b76b921796.jpg,63,61,129,129,191.03,143.44,110.16,0.38201250299999995
195,005b7e34-adfb-4120-8dc2-a46ebde87918.jpg,48,61,177,177,216.81,168.91,155.64,0.40073720799999996
196,005bbdfa-03cc-46b7-a822-ee10a66b3c85.jpg,0,0,0,0,0.0,0.0,0.0,0.0
197,005d69ba-c1d9-4102-a767-6b2ef4d8dd4d.jpg,12,49,216,216,148.02,100.96,103.98,0.18380870300000002
198,005dfa38-b76e-496d-a5e8-49993919e99e.jpg,45,67,151,151,211.74,152.22,139.45,0.7329132840000001
199,005e8008-98e9-4109-a39f-0941a2796802.jpg,60,49,148,148,181.77,134.38,125.52,0.358631149
200,005e823c-636e-49b2-9d22-a4b1762b6362.jpg,37,73,171,171,197.69,144.64,133.83,0.380282061
201,005e83ff-c752-4fa4-a32c-8f83ebbcb4b3.jpg,46,64,142,142,212.04,154.67,143.55,0.5120361410000001
202,005eee0e-2122-4b2f-934e-bcaf620be70d.jpg,53,69,152,152,225.89,160.59,170.56,0.599634248
203,005f2e16-f12a-4efa-975c-e71264f36ceb.jpg,45,64,159,159,205.2,152.48,142.62,0.579522102
204,005f656f-de2f-484e-930a-11fe1f53309d.jpg,66,76,141,141,232.44,177.86,178.07,0.501859622
205,005fd746-9fe1-4252-857b-dbf99338a288.jpg,55,78,144,144,142.9,116.22,104.94,0.5950515470000001
206,006080e5-446f-4af9-9662-77833c692e13.jpg,55,62,146,146,214.36,180.11,168.09,0.554079145
207,00610770-bf94-4a96-9928-563572489e25.jpg,39,61,177,177,228.66,192.13,162.86,0.373412698
208,00615753-f9a7-4fca-afd0-b61070dc73f5.jpg,48,65,148,148,196.54,160.14,151.75,0.677577399
209,0062189b-505b-413c-b796-53cf43fa0265.jpg,59,64,135,135,215.68,163.47,141.43,0.466754894
210,0062a9ca-a994-4c7f-81da-45e5c57e0dda.jpg,51,74,147,147,232.36,189.28,180.48,0.639228102
211,0062c429-28c4-42bb-92a6-3138edcffa8c.jpg,40,58,166,166,212.06,169.03,156.14,0.472613524
212,0062c6f8-dd1c-4fed-9a9b-d2c772703c3a.jpg,59,37,145,145,216.16,159.57,151.66,0.309239115
213,0062e69d-0cba-49c0-934f-d4faaaecae36.jpg,0,0,0,0,0.0,0.0,0.0,0.0
214,0062f324-d57b-4576-9730-64f14f8adf15.jpg,51,88,137,137,167.15,132.8,125.43,0.44276546899999997
215,006318ec-1370-4cc8-aadb-2fa746e292b2.jpg,52,63,141,141,238.49,169.72,127.37,0.527055972
216,0063f23a-11fb-4760-8885-d98ff9e757a1.jpg,43,51,165,165,225.95,165.38,147.35,0.496200921
217,0063fa78-48ef-4f05-ad53-d9416db3f475.jpg,52,70,154,154,198.16,145.97,136.86,0.565375364
218,00647d36-750c-461d-a744-679d0f31be81.jpg,39,70,166,166,198.54,140.01,121.19,0.455332821
219,0064c5f9-74dd-4e4f-a7b7-bd058c7b232b.jpg,34,82,171,171,199.38,154.38,126.67,0.323788548
220,0064defa-3d10-4f03-8946-f1db2d611158.jpg,35,58,174,174,223.84,169.75,172.84,0.39200995299999997
221,0064e202-a898-4693-af5a-b4eb522ab066.jpg,73,73,122,122,164.85,117.76,106.62,0.37743653299999996
222,00650f55-a307-47d2-a998-47818e891026.jpg,40,58,166,166,212.06,169.03,156.14,0.472613524
223,0065cd68-4d48-49ce-ba7a-1c68baa8e675.jpg,0,0,0,0,0.0,0.0,0.0,0.0
224,006603e8-fb62-44e4-8982-d191aae411d0.jpg,45,74,154,154,214.99,158.33,160.75,0.598364019
225,00665c44-a396-4f51-9f37-3ca73a7b7f51.jpg,34,61,148,148,208.5,145.23,132.87,0.400965687
226,00668cd0-878a-4267-b1b4-a32b4a8b7be3.jpg,39,71,169,169,198.02,171.81,170.69,0.414605071
227,0066cac3-442f-48af-b119-427f990e27df.jpg,59,71,142,142,214.78,167.05,161.57,0.569931079
228,00670d39-51fe-4827-a26d-273de122b351.jpg,40,58,161,161,221.85,167.74,171.44,0.5601955470000001
229,00674053-0000-4fdb-8cb5-59c2cda3a4d2.jpg,55,72,153,153,218.28,184.11,176.7,0.49895691700000006
230,00679f4c-5835-4865-adb0-4225002d4239.jpg,56,76,145,145,231.34,153.54,153.26,0.554484593
231,0067a83c-2e68-4fd0-acc2-cbac73f8d4ab.jpg,72,34,149,149,234.12,209.12,201.42,0.21724394600000002
232,0067bf0f-e72b-4fa0-914c-bdd001985d34.jpg,91,55,132,132,190.52,156.64,148.37,0.22278905699999998
233,0067e4b4-542d-4a8a-a6c4-bd36dab6ecbc.jpg,25,65,194,194,207.45,184.03,172.38,0.284467572
234,00695260-0549-4d45-adf5-3f72a47dac0d.jpg,53,63,139,139,176.67,128.73,119.21,0.499497672
235,0069d7e9-db05-4745-a75e-8cbd336137ff.jpg,40,67,175,175,189.96,135.48,130.29,0.43055151700000005
