Name,X,Y,WIDTH,HEIGHT,SCORE
0018dd65-4f66-4493-962a-d656d2a02ef9.jpg,66,55,141,141,0.357118833804175
00190ea6-6458-4baa-a203-b7c2e889f285.jpg,63,93,126,126,0.395721312545768
001a031f-22a2-4ee1-b398-f0310a0cce90.jpg,38,72,118,118,0.281956283520602
001a5380-b637-4035-bddf-30c7f6f84b2d.jpg,40,51,178,178,0.361082326847239
001a8728-4cf4-44ec-b423-bfeb5dd05e6f.jpg,45,68,153,153,0.681991061373197
001a91aa-2653-4e66-a9df-d73104986c01.jpg,59,79,135,135,0.49454129880731
001b3e58-0489-4367-bb1f-98de0a6efb3f.jpg,0,0,0,0,0
001c8977-d70c-4df9-beb7-bc267fb09427.jpg,30,64,168,168,0.474110844925058
001cdd15-376c-41c0-8868-9351577cb6d1.jpg,59,54,155,155,0.400193683321231
001d1a3c-bac2-49b6-b968-ba3b6539541b.jpg,48,60,164,164,0.519091472213134
001d23ab-b224-47f7-858f-66210a41ab77.jpg,60,67,135,135,0.535928794588119
001d271f-6c1d-4d16-b75f-6b28e9d2913d.jpg,67,70,147,147,0.497204617790095
001d4390-f6b6-46d4-a321-aacee0073602.jpg,42,67,167,167,0.507562692052156
001d8c96-06e6-4fdc-8b05-9d40fbcf8e3f.jpg,55,64,139,139,0.511944807722035
001e6f2a-0ae8-4265-92da-e902ae11df33.jpg,37,70,179,179,0.349863577786034
001e9e70-1189-48cd-a3fb-5b67301a9eda.jpg,41,75,162,162,0.445172868614658
001f03e2-efe9-482c-8eed-199268daff16.jpg,47,73,144,144,0.64193507668494
001f439b-4f21-4dea-94c4-a29ba0b45b12.jpg,43,59,151,151,0.514349895242022
001f6f5d-afcf-4bfa-901d-83616241b2fd.jpg,43,76,155,155,0.513126110166317
001f7d87-c3aa-4168-8f53-db0e9b245994.jpg,49,69,156,156,0.649346766010762
002147e1-e480-4bd1-8448-e946f72625c6.jpg,53,65,141,141,0.556856969948296
00214b68-76f0-4612-99c8-e275e7087485.jpg,37,54,172,172,0.408999832729445
00218daf-eca1-4020-8326-97987202a173.jpg,40,64,146,146,0.476954055857742
0021afe8-a4fc-47ba-9d15-e2ee80ee16e1.jpg,34,47,165,165,0.487789388430048
00227065-0697-42e2-b1bb-6690d7454a1e.jpg,41,50,162,162,0.475956744930859
0024e7f3-a8f2-4256-8c5e-f88d4636c59d.jpg,0,0,0,0,0
0024ff6d-37c7-4483-a30b-cbd618b4a20a.jpg,47,87,132,132,0.444854059781957
00250bce-b139-4c0e-a8e0-259b91e35552.jpg,49,65,155,155,0.709628391948339
00250e8b-a9d6-4539-bcde-5f32988b98f0.jpg,47,75,155,155,0.53718444318492
00259c08-7551-4aa5-ae0c-58cc342c6723.jpg,39,87,168,168,0.31385768020267
0026465b-deac-4731-ac37-9badc6545bd7.jpg,46,58,142,142,0.443298114147396
0027cf23-f645-46a2-aad9-f97b8ad6b216.jpg,34,65,166,166,0.509228665323959
0027dd26-daf3-4045-9c7f-9ded112adbb6.jpg,0,0,0,0,0
00282072-dddb-4cee-82d1-bc3bcf7a3354.jpg,72,71,118,118,0.346772200401106
0028244b-7b8f-4823-9b95-be8a3f7223ed.jpg,0,0,0,0,0
00282f59-b85f-4161-9a20-822681f0017f.jpg,40,54,170,170,0.429564444486796
002846c1-3a61-47a3-9717-ecdc347bd567.jpg,42,81,171,171,0.328106423297559
00285192-b4e8-49ff-b60d-52f8049186e3.jpg,61,83,131,131,0.450065861338837
002927ab-4e56-452c-b519-8289c5ede141.jpg,68,79,140,140,0.431175883213336
0029483d-b1c7-4f27-ac9b-f58a59738b0e.jpg,56,53,139,139,0.405610864213542
0029e5ea-2e8c-4b0b-87db-c6901b5a9e07.jpg,53,83,163,163,0.342201952037928
002a7681-f5f5-457c-ae53-ac3756ac34ad.jpg,73,64,137,137,0.377495111470259
002a84cc-195f-43f4-9287-4d50821e4384.jpg,39,68,141,141,0.456838872268535
